wine_id,wine_name,wine_year,wine_type,wine_price,Beschreibung,wine_alcohol,wine_tastes,wine_country
37,CHÂTEAU DE LA SOUJEOLE Grand Vin,2015,red,23.9,"Gérard Bertrand ist ein großer und großartiger Botschafter seiner Heimat Südfrankreich. Wie ein Archäologe erforscht er regionales Terroir und lokale klimatische Bedingungen. Auf einer seiner Exkursionen wurde er in Malepère fündig, wo er das Château de la Soujeole erwarb und hier mit seinem Gran Vin zeigt, was in dieser eher unbekannten Appellation steckt. Das startet mit einer satten bordeauxroten Farbe. Das Bouquet des würzig-kräftigen Grand Vin, mit seinem Duft nach saftigen Kirschen, reifen Brombeeren, Edel-Schoko und Vanille ist ausgesprochen verführerisch. Am Gaumen „ein sattes Pfund Wein“, mit toller Textur, vollreifen, sämigen Tanninen, hoher Fruchtdichte bei klug eingebautem Holz und einem warmen, mediterranen Nachhall, der an einen Kräuterstrauß erinnert. Ein erstaunlich eigenständiger Wein, eine wunderbare Entdeckung!",14.37%,körperreich&vollmundig,Frankreich
38,CIGALUS Rouge,2014,red,26.7,"Gérard Bertrand ist nicht nur ein unermüdlicher Streiter für das Bewahren südfranzösischer Weinkultur, er ist auch ein Verfechter biodynamischen Anbaus. Und das gerade auch bei seinen Spitzenweinen. Der Cigalus Rouge - von Cabernet Sauvignon und Cabernet Franc dominiert - ist sogar mit dem Demeter-Label geadelt! Das Resultat ist ein beeindruckender Bordeaux-Blend made in Languedoc. Intensive rubinrote Farbe mit mahagonifarbenem Saum kennzeichnet die Farbe. Zuerst ruft das Bouquet konzentrierte, sehr reife schwarze Früchte hervor. Nach einer kurzen Zeit im Glas entfaltet sich mehr Komplexität mit Toast und gerösteter Eiche. Am Gaumen ist er üppig und opulent mit samtigen Tanninen. Die Aromen schwarzer Früchte - Brombeeren, schwarze Kirschen und Pflaumen - kommen mit einer komplexen Vielschichtigkeit wieder zum Vorschein. Der Nachhall ist lang, mit großer Ausgewogenheit und einem spannenden Touch frischer Minze. Perfekt zu Entrecôte vom Grill.",15.21%,körperreich&vollmundig,Frankreich
39,CASTELMAURE N°3,2013,red,26.95,"Gibt es etwas Schöneres beim Wein, als das Eintauchen in die Region, aus der er stammt? Eine Flasche der Cuvée n° 3 von Castelmaure zu öffnen, ist wie ein Pfad durch die Hügel von Corbières zu durchwandern: Noten von schwarzen Johannisbeeren und Brombeeren verbinden sich mit Extrakten von Thymian und Rosmarin sowie mit würzigen, pfeffrigen und süßholzartigen Nuancen. Diese kräftige, klassische und gut gebaute Cuvée aus 40 % Syrah, 35 % Grenache und 25 % Carignan mit exzellentem Lagerpotenzial hat wirklich alles, um die Herzen eines anspruchsvollsten Weinliebhaber zum Schmelzen zu bringen ... Ein wahrer Genuss! Cave de Castelmaure Cuvée n° 3 wird Sie begeistern.",14.78%,körperreich&vollmundig,Frankreich
40,CHÂTEAU LA COMMANDERIE,2016,red,27.8,"Sie sind fast unerreichbar geworden: die Bordeaux aus den Prestige-Appellationen wie Saint-Estèphe, die sich mittlerweile nur noch Millonarios leisten können. Das Château La Commanderie bildet dabei eine rühmliche Ausnahme. In Nachbarschaft so berühmter Namen wie Cos d'Estournel und Château Montrose gibt’s hier jede Menge feinen Médoc-Wein, ohne dass man sein Sparbuch plündern muss. Im dichten Bordeauxrot mit kirschroter Robe legt die Cuvée aus Merlot und Cabernet Sauvignon los. Das würzig-fruchtige Bouquet weist Noten nach Pflaumen, Brombeeren und Schwarzkirschen ebenso auf, wie Anklänge vom 12monatigen Ausbau in Barriques wie Toast, Tabak und Zedernholz. Am Gaumen gehaltvoll, großzügig und konzentriert. Reife Tannine werden assistiert von seidiger Textur und würzigem Extrakt, der Nachklang gleichzeitig dicht und frisch. Ein Klasse-Médoc, ein Geheimtipp-Saint-Estèphe.",13.27%,mittelkräftig&ausgewogen,Frankreich
41,CHÂTEAU DES FINES ROCHES,2003,red,27.9,"Châteauneuf-du-Pape… Bei diesem Namen läuft Fans großer französischer Weine, das Wasser im Munde zusammen. Das liegt nicht nur an der geradezu charismatischen Ausstrahlung dieses historischen Weins, sondern auch am ungeheuren Qualitätssprung in der letzten Dekade: Châteauneuf-du-Pape war lange nicht so gut wie heute. Ein Musterexemplar, aus den klassischen Rebsorten Grenache, Syrah, Mourvèdre, Cinsault, Counoise und Muscardin ist der Fines Roches, dessen tief rubinrote Farbe erste Größe erahnen lässt. Dem üppigen Bouquet mit roten Früchten, Gewürzen, Kräutern und Rauch, folgt ein fulminanter Auftritt am Gaumem mit exzellenter Ausgewogenheit, großzügiger Struktur, vollreifem Tannin und ellenlangem Finale. Hier gibt es ein Alterungspotenzial von 10 Jahren, wenn man dem Wein denn solange widerstehen kann. Sehr gut zu Wildgerichten und würziger vegetarischer Küche. ",14.62%,körperreich&vollmundig,Frankreich
42,CHÂTEAU LA TOUR DE BY Heritage,2001,red,30,"Das ist die Geschichte: Marc Pagès schuf zusammen mit dem legendären Önologie-Professor Émile Peynaud 1982 eine Cuvée, die das ganze Potenzial vom Château La Tour de By aufzeigten sollte, sein Enkel Frédéric Le Clerc führt dieses Erbe (Héritage) fort und setzt seinem Großvater damit ein Denkmal. Das sind die Fakten: Rebstöcke mit einem Durchschnittsalter von 60 Jahren, geringem Ertrag, 80 % Cabernet Sauvignon und 20 % Merlot und 18 Monate Ausbau in neuen und in gebrauchten französischen Barriques. Das ist der Wein: dunkles, dichtes Bordeauxrot in der Farbe. Das wuchtige Bouquet duftet nach schwarzen Früchten (Brombeeren, Schwarzkirschen, Gewürzen, Edelschoko und Rauch. Am Gaumen konzentriert und komplex. Unglaublich dichte Struktur, satte Tannine, großzügige Textur, alles in perfekter Balance, der Nachhall ausdrucksstark und ellenlang. Ein Médoc mit extrem hohem Niveau.",13.95%,körperreich&vollmundig,Frankreich
43,CHÂTEAU MARZY,2020,red,34.5,"Es geht immer ein Raunen durch den Raum, wird eine Flasche Pomerol geöffnet. Nur wenige der Bordelaiser Appellationen sind so vom Kultstatus umwölkt wie diese. Und das aus gutem Grund. Denn nicht nur preislich bewegen sich diese exklusiven Gewächse in der Beletage, auch die Qualität und der einfach nicht kopierbare Stil befeuern den Mythos Pomerol. Das Château Marzy macht da keine Ausnahme, die Cuvée aus Merlot (80 %) und Cabernet Franc (20 %) ist so markant wie das unverwechselbare Etikett. Brillant funkelt der Wein mit einer tiefroten Farbe im Glas. Das beeindruckend vielschichtige Bouquet duftet intensiv nach Früchten wie Schwarzkirschen und Brombeeren, zeigt Steinpilze, Weihrauch und Leder, ohne Aromen vom Fass wie Espresso und Toast zu vergessen. Zudem schwebt eine bezaubernde florale Note über dem Wein. Am Gaumen mit feinreifen Tanninen und aromatischer Komplexität, dabei verführerisch, opulent und reich. Der Nachhall demonstriert eindrucksvoll, was man mit „Struktur“ meint, spricht man über Bordeaux. Für die magischen Wein-Momente!   ",13.95%,körperreich&vollmundig,Frankreich
44,Les 49 Lignes,2013,red,37.95,"Wow: 100 % Carignan, 100 Jahre alte Reben und 100 % Gérard Bertrand! Der famose Les 49 Lignes ist ein Wein der Superlative und bewahrt sich gleichwohl seinen mediterranen Charme. Sicher einer der rarsten und ungewöhnlichsten Weine aus der berühmten Rotwein-Schmiede Bertrands. Eine Hommage an die oft verkannte Rebsorte Carignan! Die granatrote Farbe verrät noch nicht, was in ihm steckt. Aber schon das Bouquet hinterlässt eine staunende Nase. Intensive Aromen nach schwarzen Früchten (Kirschen, schwarze Pflaumen, Feige) und exotischen Gewürzen treffen auf die für Carignan-Weine so typische Kräuterwürzigkeit (Süßholz, Lorbeer, Wacholder). Am Gaumen seidig mit toller, vielförmiger Struktur und einem aufregenden Spannungsbogen zwischen tiefer Frucht und kühler Mineralität. Der Nachhall mit großer Intensität. Ein faszinierendes Wein-Erlebnis.",14.46%,körperreich&vollmundig,Frankreich
45,JADOT Aloxe-Corton,2010,red,47.9,"Hervorragenden Burgunder aus einer renommierten Appellation der Côte de Beaune, von einem Super-Erzeuger, aber schon gut gereift. Gibt es das? Ja, das gibt es tatsächlich: den Aloxe-Corton der Maison Louis Jadot! Freuen Sie sich auf ein authentisches Pinot Noir-Erlebnis, das mit einem vollen Purpurrot mit rubinrotem Rand startet. Das unvergleichlich typische Bouquet macht sichtbar, warum echter Burgunder nicht nachzuahmen ist…  Mit roten Waldbeeren, reifen Kirschen, Leder-und Rauchnoten, würzigem Eichenholz, zarten foralen Noten, Gewürzen und Kräutern. Am Gaumen ebenso kompromisslos, mit einer sehr ausgeklügelten Tannin-Struktur, brillant gebändigtem Holz und jener – fast möchte man es schon schwerelose Eleganz nennen – die nur ein Burgunder mit solchem Format besitzt. Pinot Noir at its best, as simple as that!",12.93%,mittelkräftig&ausgewogen,Frankreich
46,JADOT Volnay,2013,red,54.9,"„Die filigranen Weine gehören nicht zu den kräftigsten, wohl aber zu den würzigsten und vor allem duftigsten der Côte de Beaune“, schreibt Jens Priewe über die Pinot Noir aus Volnay auf seiner Homepage „Weinkenner.de“. Damit bringt der angesehene deutsche Fachjournalist den Charakter der Volnay-Burgunder auf den Punkt. Und den findet man selbstverständlich auch beim Volnay der Maison Louis Jadot wieder. Sanftes Rubinrot in der Robe. Der feinziselierte Duft erzählt von reifen Himbeeren und Walderdbeeren, dezenten Kräuternoten und einem faszinierend eingebundenen Duftstrauß von Rauch-und Röstnoten, alles auf dem Grund solider Mineralität. Am Gaumen setzt sich diese kluge Dramaturgie nahtlos fort. Reife, aber dichte Tannine, noble Textur, große Ausgewogenheit bei zupackendem Grip, ein Finish, das Kopf und Bauch gleichermaßen anspricht. Das ist großes Pinot Noir-Kino, allerdings ohne Blockbuster-Attitüde.",12.99%,mittelkräftig&ausgewogen,Frankreich
47,Sangiovese,2008,red,4.95,"Sangiovese ist einer der italienischen Rebsorten-Superstars. Ursprünglich in der Toskana beheimatet, und dort nach wie vor die wichtigste Rebsorte, trifft man sie heutzutage auch im Süden des Stiefels wie in Apulien. Und auch hier beweist sie ihre Qualitäten, erst recht, unter den kundigen Händen des Farnese-Teams. Los geht's mit einem funkelnden Rubinrot im Glas, dem ein klassisches Frucht-Spiel im Aromenbild folgt: Reife Kirschen, Pflaumen und Waldbeeren bilden einen reizvollen Kontrast. Auch am Gaumen beweist der Wein sein Format, mit einem interessanten Wechselspiel zwischen reifen Tanninen, feiner Weinsäure und einer dezenten Fruchtsüße. Der Nachhall zeigt sich fruchtig-saftig. Ein super Wein für jeden Tag und bestens zu Pizza, Pasta, Burger und Co.",12.61%,jung&fruchtig,Italien
48,CASTEL FIRMIAN Teroldego,2014,red,6.2,"Die uralte, typisch Trentiner Rebsorte Teroldego wurde bereits 1383 erstmals urkundlich erwähnt, verschwand dann lange in der Versenkung, und ist heute wieder eine überaus beliebte, lokale Spezialität. Beim Teroldego von Castel Firmian dominieren im herrlichen Duft reife Amarena-Kirschen und saftige Heidelberren, der mit einer Nuance eingekochter Pflaumen komplettiert wird. Am Gaumen mit reifem, gleichwohl zupackendem Tannin und einem würzig-erdigen Nachhall.",12.83%,mittelkräftig&ausgewogen,Italien
49,LA CARRAIA Sangiovese,2011,red,6.4,"Sie ist ohne Zweifel einer der Rebsorten-Stars Italiens: Sangiovese. Zeichnet sie doch für so berühmte Weine wie Chianti Classico, Brunello und Vino Nobile verantwortlich. Doch gibt es auch Weine, die weit weniger kosten, gleichwohl aber die ganze Typizität der Rebsorte besitzen. Weine, wie der La Carrraia, der schon mit seinem leuchtenden Rubinrot zu begeistern weiß. Auch der Duft mit reifen Kirschen, Heidelbeeren und Veilchen ist sehr einnehmend. Am Gaumen mit guter Harmonie aus Fruchttiefe und würzigen Tanninen, der Nachhall herzhaft, frisch und rund. Ein Sangiovese, wie gemacht zu Pizza und Pasta. ",13.44%,mittelkräftig&ausgewogen,Italien
50,IL PUMO Primitivo,2006,red,6.5,"Wenn es eine italienische Rebsorte gibt, die in den letzten Jahren eine aufregende Karriere hinlegt hat, dann ist es Primitivo. Tief im Süden des Stiefels beheimatet, beglückt sie vor allem diejenigen Weinfans die üppige Frucht und würzige Tiefe lieben. Der Il Pumo ist ein Musterexemplar eines solchen Weins. Dichtes Purpurrot in der Farbe, das volle Bouquet duftet intensiv nach Schwarzkirschen, Kakao und Rosinen, dazu gesellen sich Edelschokolade und schwarzer Pfeffer. Am Gaumen herrlich beerenwürzig und saftig-sämig, der Nachhall vereint dezente Fruchtsüße mit erstaunlicher Länge. Einfach köstlich!",13.25%,mittelkräftig&ausgewogen,Italien
51,ANTICOSASSO Merlot,2018,red,6.7,"Obwohl sie ursprünglich aus Frankreich stammt, gehört sie auch in Italien zu den beliebtesten und erfolgreichsten Rebsorten: der Merlot! Das Bordelaiser Kind passt sich gut an Böden und Klima an, was die Cantina Tollo aus den Abruzzen dafür nutzt einen charmanten Rosso italiano auf die Flasche zu bringen, wie er schöner nicht sein könnte. Mit einem funkelnden Rubinrot startet der Spaß, dem ein einladendes Bouquet nach Schwarzkirschen, reifen Brombeeren und Erdbeeren folgt. Am Gaumen saftig-rund mit reifem Tannin und einem kleinen Schuss Fruchtsüße, die diesen Merlot besonders attraktiv macht. Kann bei hohen Temperaturen auch leicht gekühlt genossen werden. ",13.06%,jung&fruchtig,Italien
52,LUIGI AVOGADRI Nero d'Avola,2015,red,6.8,"Wein und Poesie … Das ist ein uraltes Paar, wurde Wein doch schon in der Antike mit kunstvollen Versen gerühmt. Kein Wunder also, dass auch Luigi Avogadri – rühriger Winzer auf Sizilien – der Dichtkunst zugewandt ist. Und das in zweierlei Hinsicht. Einmal in Form seines köstlichen Avogadri Nero d’Avola, denn der Wein ist wahrlich ein Gedicht. Und zweitens ziert das Etikett jedes Jahr ein Zitat eines berühmten Dichters. Die dunkelrote Farbe scheint noch nichts Lyrisches zu haben, doch das üppige Bouquet mit reifen Kirschen, Brombeeren und Blaubeeren, dazu Gewürze und gut eingearbeiteten Fassnoten, erzählt eine ganz Geschichte. Auch am Gaumen erweist sich der Wein als Autor seiner sizilianischen Heimat. Viel reifes, sämiges Tannin spricht vom mediterranen Klima, die schöne Balance zwischen Frucht und Fass vom Können des Kellermeisters, den Nachhall vernimmt man saftig und opulent. Ein Nero d'Avola, der zu italienischen Klassikern wie Pasta und Pizza passt, den man aber auch zur orientalischen Küche servieren kann, etwa zu einem Couscous. ",13.29%,jung&fruchtig,Italien
53,SALBANELLO Rosso,2013,red,6.9,"Roberto, Carlo und Francesca Paladin besitzen ein erstaunliches Gespür für Weine, denen man einfach nicht widerstehen kann. Der Salbanello ist so einer. Schon das großartige Frucht-Potpourri in der Nase - saftige Kirschen, reife Blaubeeren und ein Hauch Himbeere - lassen das Weinherz höherschlagen. Am Gaumen ungemein zugänglich… herrlich saftig, schmelzig, fruchtig und mit verschwenderischer Fruchtsüße ausgestattet. Der Nachhall einfach nur lecker. Kein Wunder, dass der Wein seit Jahren zu den absoluten Publikums-Lieblingen gehört.    ",11.65%,jung&fruchtig,Italien
54,SALICE SALENTINO,2006,red,6.95,"Salice Salentino wurde bereits 1976 zu Denominazione di Origine Protetta erkoren, und gilt heute als einer derjenigen Weine Apuliens mit der längsten Tradition. Hier ist die Rebsorte Negroamaro König der Weingärten und bringt eigenständige Weine hervor, die - wie hier - mit tiefem Rubinrot ins Glas fließen. Der weitgefächerte Duft zeigt Schwarzkirschen, Waldbeeren und würzige Noten wie Tabak und Süßholz. Am Gaumen voll, warm, samtig mit viel Schmelz und reifen Tanninen, der Nachhall würzig und im besten Sinne des Wortes rustikal. Perfekt zu italienischen Brotzeit mit Salami und Parmaschinken. ",13.66%,mittelkräftig&ausgewogen,Italien
55,SAN NICOLAO Barbera d'Asti,2001,red,6.95,"Im Windschatten seines großen Bruders Nebbiolo profilierte sich der Barbera in den letzten Jahren zu einem ebenso eigenständigen wie seriösen Wein. Das hat auch damit zu tun, dass in Weinberg und Keller kräftig an der Qualitätsschraube gedreht wurde. Da wundert es nicht, auf welch hohem Niveau der San Nicolao ins Glas fließt. Dichtes Purpurrot prägt die Farbe, der intensive Duft nach reifen Kirschen und süßen Brombeeren, Süßholz und Kräuter ist genau so verführerisch wie der saftig-fruchtige, rund-harmonische und würzig-füllige Geschmack am Gaumen, der im Finale lange nachhallt. Sehr gelungen! ",13.37%,mittelkräftig&ausgewogen,Italien
56,RIPORTA Nero d'Avola,2015,red,5.95,"Nero d‘ Avola ist Siziliens Rotwein-Schatz und gilt als wichtigste und wertigste Rebsorte der Mittelmeerinsel. Und das völlig zu Recht, bringt sie doch wunderbar mediterrane Weine wie den Riporta hervor, ein wahrer Botschafter sizilianischer Weinkultur. Mit einem dunklen Rubinrot mit violetten Reflexen beginnt der Spaß. Das einnehmende Bouquet nach reifen Kirschen, saftigen Pflaumen und Gewürzen begeistert ebenso wie die kräftige Struktur, die saftige Frucht und der erstaunlich vielschichtige Nachklang. Das ist Nero d’Avola, wie er sein soll. ",13.27%,körperreich&vollmundig,Italien
57,VECCHIA TORRE Primitivo,2009,red,7.4,"Die Cantina Vecchia Torre gilt als einer der besten Interpreten der Rebsorte Primitivo und versteht sich gleichzeitig als Botschafter des apulischen Weinbaus. Das passt ja auch bestens zusammen, denn mit jedem Glas Primitivo taucht man ein in süditalienische Weinkultur. Bei der tiefroten Farbe erkennt man nicht sofort die Herkunft, dass können andere Weine auch. Doch beim Bouquet mit reifen dunklen Pflaumen, saftigen Maulbeeren, gepaart mit würzigen Komponenten von Rum-Trauben und exotischen Gewürzen ist klar: It’s Primitivo-Time! Auch am Gaumen kommt er mit dem typischen Schmelz, dem intensiv würzig-beerigen Geschmack und dem von herrlicher Fruchtsüße dominierten Nachhall eindeutig als Apulier daher. „Einfach lecker“, wie eine begeisterte Kundin in einem Depot mal bemerkte. So kurz, kann man es natürlich auch sagen!",13.37%,körperreich&vollmundig,Italien
58,GIARDINIERE,2001,red,7.5,"Ein wahrer Duftgarten zeigt sich in diesem süditalienischen Rosso: Pflaumenkompott, gekochte schwarze und rote Früchte - allen voran Schwarzkirsche - werden durch die feine Würze schwarzen Pfeffers verfeinert. Am Gaumen saftig, beerenfruchtig, süffig und natürliche Fruchtsüße zeigend, ist der Giardiniere perfekt für alle Rotwein-Liebhaber, die auch gerne Primitivo trinken. Bestens zu Pizza und Pasta!",13.11%,mittelkräftig&ausgewogen,Italien
